gene_id	gene_pos_hg19	locus_rank	locus_pvalue	locus_pos_hg19	SZ_GWAS_prev	locus_genes	OMIM	SZ_GWAS_prev_study	KO_phenotype	ensembl_gene_id	hgnc_id	gene_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ENSG00000090238.7	chr16:29924377-30144877	38	4.55e-11	chr16:29924377-30144877	N	ALDOA;ASPHD1;C16orf92;DOC2A;FAM57B;GDPD3;HIRIP3;INO80E;KCTD13;MAPK3;PPP4C;SEZ6L2;TAOK2;TBX6;TMEM219;YPEL3	ALDOA Glycogen storage disease XII	Pubertal anthropometrics p=9E-11 pmid=23449627	Doc2a behavioral neurological nervous; Mapk3 behavioral neurological nervous; Sez6l2 behavioral neurological nervous; Tbx6 nervous	ENSG00000090238	HGNC:18327	YPEL3	yippee like 3	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	MGC10500	NA	NA	yippee-like 3 (Drosophila)	Yippee like family	1130	2004-08-12	NA	2015-11-05	2015-11-05	83719	OTTHUMG00000176853	uc059tai.1	AF305622	NM_031477	CCDS42147|CCDS45459	P61236	15556292	MGI:1913340	RGD:1564579	NA	YPEL3	609724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000250616.2	chr16:29924377-30144877	38	4.55e-11	chr16:29924377-30144877	N	ALDOA;ASPHD1;C16orf92;DOC2A;FAM57B;GDPD3;HIRIP3;INO80E;KCTD13;MAPK3;PPP4C;SEZ6L2;TAOK2;TBX6;TMEM219;YPEL3	ALDOA Glycogen storage disease XII	Pubertal anthropometrics p=9E-11 pmid=23449627	Doc2a behavioral neurological nervous; Mapk3 behavioral neurological nervous; Sez6l2 behavioral neurological nervous; Tbx6 nervous	ENSG00000250616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102886.10	chr16:29924377-30144877	38	4.55e-11	chr16:29924377-30144877	N	ALDOA;ASPHD1;C16orf92;DOC2A;FAM57B;GDPD3;HIRIP3;INO80E;KCTD13;MAPK3;PPP4C;SEZ6L2;TAOK2;TBX6;TMEM219;YPEL3	ALDOA Glycogen storage disease XII	Pubertal anthropometrics p=9E-11 pmid=23449627	Doc2a behavioral neurological nervous; Mapk3 behavioral neurological nervous; Sez6l2 behavioral neurological nervous; Tbx6 nervous	ENSG00000102886	HGNC:28638	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	MGC4171	NA	NA	NA	NA	NA	2005-03-15	NA	NA	2014-11-19	79153	OTTHUMG00000132106	uc002dwp.4	AK026256	NM_024307	CCDS10671	Q7L5L3	NA	MGI:1915866	RGD:1308386	NA	GDPD3	616318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000261367.1	chr16:29924377-30144877	38	4.55e-11	chr16:29924377-30144877	N	ALDOA;ASPHD1;C16orf92;DOC2A;FAM57B;GDPD3;HIRIP3;INO80E;KCTD13;MAPK3;PPP4C;SEZ6L2;TAOK2;TBX6;TMEM219;YPEL3	ALDOA Glycogen storage disease XII	Pubertal anthropometrics p=9E-11 pmid=23449627	Doc2a behavioral neurological nervous; Mapk3 behavioral neurological nervous; Sez6l2 behavioral neurological nervous; Tbx6 nervous	ENSG00000261367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102882.7	chr16:29924377-30144877	38	4.55e-11	chr16:29924377-30144877	N	ALDOA;ASPHD1;C16orf92;DOC2A;FAM57B;GDPD3;HIRIP3;INO80E;KCTD13;MAPK3;PPP4C;SEZ6L2;TAOK2;TBX6;TMEM219;YPEL3	ALDOA Glycogen storage disease XII	Pubertal anthropometrics p=9E-11 pmid=23449627	Doc2a behavioral neurological nervous; Mapk3 behavioral neurological nervous; Sez6l2 behavioral neurological nervous; Tbx6 nervous	ENSG00000102882	HGNC:6877	MAPK3	mitogen-activated protein kinase 3	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	ERK1|p44mapk|p44erk1	NA	PRKM3	NA	Mitogen-activated protein kinases	651	1993-11-05	NA	NA	2015-09-03	5595	OTTHUMG00000132149	uc002dws.4	M84490	NM_001040056	CCDS10672|CCDS42148|CCDS42149	P27361	9628824	MGI:1346859	RGD:3046	NA	MAPK3	601795	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1494	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000141098.8	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000141098	HGNC:28159	GFOD2	glucose-fructose oxidoreductase domain containing 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ23802|MGC11335	NA	NA	NA	NA	NA	2006-04-06	NA	NA	2015-07-16	81577	OTTHUMG00000137537	uc002eub.4	AK074382	NM_030819	CCDS10845|CCDS59268	Q3B7J2	12975309	MGI:1917825	RGD:1311198	NA	GFOD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000141084.6	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000141084	HGNC:29285	RANBP10	RAN binding protein 10	protein-coding gene	gene with protein product	Approved	16q22	16q22	KIAA1464	NA	NA	NA	NA	NA	2004-08-19	NA	NA	2014-11-19	57610	OTTHUMG00000184044	uc002eud.4	AB040897	NM_020850	CCDS32469|CCDS81999	Q6VN20	14684163	MGI:1921584	RGD:1311587	NA	RANBP10	614031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000270165.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000270165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102904.10	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000102904	HGNC:18586	TSNAXIP1	translin associated factor X interacting protein 1	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	TXI1	NA	NA	translin-associated factor X interacting protein 1	NA	NA	2003-03-12	NA	2016-03-29	2016-10-05	55815	OTTHUMG00000137545	uc002euj.5	AF132730	NM_018430	CCDS10846|CCDS73903|CCDS73904	Q2TAA8	12036294	MGI:1919486	RGD:1565341	NA	TSNAXIP1	607720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000102901.8	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000102901	HGNC:25787	CENPT	centromere protein T	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ13111|CENP-T	NA	C16orf56	chromosome 16 open reading frame 56	Constitutive centromere associated network	1576	2005-12-23	2006-06-15	2006-06-15	2014-11-19	80152	OTTHUMG00000173071	uc002eun.4	AK056097	NM_025082	CCDS42182	Q96BT3	16622420|16622419	MGI:2443939	RGD:1309383	NA	CENPT	611510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000168286.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000168286	HGNC:23194	THAP11	THAP domain containing 11	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	HRIHFB2206|CTG-B45d|CTG-B43a	NA	NA	NA	THAP domain containing	65	2003-10-08	NA	NA	2015-08-26	57215	OTTHUMG00000137546	uc002euo.4	AB015338	NM_020457	CCDS10847	Q96EK4	12575992|8325628	MGI:1930964	RGD:1310268	NA	THAP11	609119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000102898.7	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000102898	HGNC:13722	NUTF2	nuclear transport factor 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NTF2|PP15	NA	NA	NA	NA	NA	2002-08-30	NA	NA	2014-11-19	10204	OTTHUMG00000137540	uc002eup.4	U43939	NM_001322038	CCDS10848	P61970	7744965|3380696	MGI:1915301	RGD:1359213	NA	NUTF2	605813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000262141.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000262141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000038358.10	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000038358	HGNC:17157	EDC4	enhancer of mRNA decapping 4	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	RCD-8|Ge-1|HEDLS	NA	NA	NA	WD repeat domain containing	362	2006-07-07	NA	NA	2014-11-19	23644	OTTHUMG00000137543	uc002eur.4	U17474	NM_014329	CCDS10849	Q6P2E9	9067524	MGI:2446249	RGD:1562009	NA	EDC4	606030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000221526.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000221526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000263126.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000263126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000188038.3	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000188038	HGNC:29811	NRN1L	neuritin 1 like	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	UNQ2446|MRCC2446	NA	NA	NA	NA	NA	2007-02-07	NA	2016-01-05	2016-01-05	123904	OTTHUMG00000137541	uc002euu.4	AY358782	NM_198443	CCDS10850	Q496H8	12975309	MGI:2443642	RGD:2301010	NA	NRN1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000159792.5	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000159792	HGNC:9529	PSKH1	protein serine kinase H1	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	1993-08-04	NA	NA	2014-11-19	5681	OTTHUMG00000137548	uc002euv.3	M14504	NM_006742	CCDS10851	P11801	8268911	MGI:3528383	RGD:1304648	NA	PSKH1	177015	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2178	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000141086.13	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000141086	HGNC:2524	CTRL	chymotrypsin like	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NA	NA	NA	chymotrypsin-like	NA	NA	1993-07-29	NA	2016-03-17	2016-03-17	1506	OTTHUMG00000137552	uc002euw.4	NA	NM_001907	CCDS10852	P40313	8268911	MGI:88558	RGD:621501	NA	CTRL	118888	NA	NA	NA	NA	NA	NA	NA	S01.256	NA	objectId:2342	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000261884.2	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000261884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000205220.7	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000205220	HGNC:9538	PSMB10	proteasome subunit beta 10	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	LMP10|MGC1665|beta2i	NA	MECL1	proteasome (prosome, macropain) subunit, beta type, 10	Proteasome	690	1993-07-29	NA	2015-08-12	2015-08-12	5699	OTTHUMG00000137553	uc002eux.3	Y13640	NM_002801	CCDS10853	P40306	8268911	MGI:1096380	RGD:1307428	NA	PSMB10	176847	NA	NA	NA	NA	NA	NA	NA	T01.014	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000213398.3	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000213398	HGNC:6522	LCAT	lecithin-cholesterol acyltransferase	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NA	phosphatidylcholine--sterol O-acyltransferase	NA	NA	NA	NA	2001-06-22	NA	NA	2015-12-04	3931	OTTHUMG00000137551	uc002euy.2	NA	NM_000229	CCDS10854	P04180	NA	MGI:96755	RGD:2993	NA	LCAT	606967	NA	NA	NA	NA	123006	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3.1.43	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000124067.12	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000124067	HGNC:10913	SLC12A4	solute carrier family 12 member 4	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	KCC1	NA	NA	solute carrier family 12 (potassium/chloride transporter), member 4	Solute carriers	752	1996-11-15	NA	2016-02-17	2016-02-17	6560	OTTHUMG00000137535	uc002euz.2	NA	NM_005072	CCDS10855|CCDS54030|CCDS54031|CCDS54032	Q9UP95	8663127	MGI:1309465	RGD:3687	NA	SLC12A4	604119	NA	NA	NA	SLC12A4	NA	NA	NA	NA	NA	objectId:971	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000267660.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000267660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
