gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	PheGenI_n	PheGenI_evidence	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
POC1B	POC1B	ok	1	rs10777165, POC1B, PMID:26198764	HGNC:30836	POC1 centriolar protein B	protein-coding gene	gene with protein product	Approved	12q21.33	12q21.33	TUWD12|FLJ14923	NA	WDR51B	WD repeat domain 51B|POC1 centriolar protein homolog B (Chlamydomonas)	WD repeat domain containing	362	2005-02-01	2010-03-26	2013-08-21	2015-09-21	282809	ENSG00000139323	OTTHUMG00000169944	uc001tbc.4	AL832918	NM_172240	CCDS31869|CCDS55859	Q8TC44	19109428	MGI:1918511	RGD:2323942	NA	POC1B	614784	NA	NA	NA	NA	410502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
POLN	POLN	ok	3	rs9993696, POLN, PMID:27846195; rs9993696, POLN, PMID:27846195; rs1923775, POLN, PMID:27846195	HGNC:18870	DNA polymerase nu	protein-coding gene	gene with protein product	Approved	4p16.3	04p16.3	NA	NA	NA	polymerase (DNA directed) nu|polymerase (DNA) nu	DNA polymerases	535	2003-10-03	NA	2016-07-11	2016-07-11	353497	ENSG00000130997	OTTHUMG00000090081	uc062uoj.1	AF044578	NM_181808	CCDS3360	Q7Z5Q5	12794064	MGI:2675617	RGD:7675413	NA	POLN	610887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
POM121L2	POM121L2	ok	1	rs16897515, POM121L2, PMID:23894747	HGNC:13973	POM121 transmembrane nucleoporin like 2	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	POM121-L	NA	NA	POM121 membrane glycoprotein-like 2 (rat)|POM121 membrane glycoprotein-like 2|POM121 transmembrane nucleoporin-like 2	NA	NA	2001-07-20	NA	2015-11-23	2016-10-05	94026	ENSG00000158553	OTTHUMG00000014475	uc011dku.2	AL021808	NM_033482	CCDS59497	Q96KW2	NA	MGI:2684870	RGD:1594366	NA	POM121L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
POMT2	POMT2	ok	1	rs142996120, POMT2, PMID:27846195	HGNC:19743	protein O-mannosyltransferase 2	protein-coding gene	gene with protein product	Approved	14q24.3	14q24.3	LGMD2N	Dolichyl-phosphate-mannose--protein mannosyltransferase	NA	NA	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	430	2003-01-17	NA	2016-02-09	2018-12-06	29954	ENSG00000009830	OTTHUMG00000171556	uc001xti.3	AF105020	NM_013382	CCDS9857	Q9UKY4	11162531|12460945	MGI:2444430	RGD:1586427	Leiden Muscular Dystrophy Pages|http://www.LOVD.nl/POMT2|Leiden Muscular Dystrophy pages|http://www.dmd.nl/nmdb2/home.php?select_db=POMT2|LRG_844|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_844.xml	POMT2	607439	NA	NA	NA	NA	117942	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4.1.109	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
POP7	POP7	ok	1	rs1734907, POP7 and EPO, PMID:26198764	HGNC:19949	POP7 homolog, ribonuclease P/MRP subunit	protein-coding gene	gene with protein product	Approved	7q22.1	07q22.1	RPP20|RPP2	ribonuclease P protein subunit p20	NA	processing of precursor 7, ribonuclease P subunit (S. cerevisiae)|processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	NA	NA	2004-03-17	NA	2015-07-09	2016-10-05	10248	ENSG00000172336	OTTHUMG00000044311	uc003uwh.5	U94316	NM_005837	CCDS5704	O75817	9630247	MGI:1921347	RGD:1306413	NA	POP7	606113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
POU3F2	POU3F2	ok	1	rs9491640, EIF4EBP2P3 and POU3F2, PMID:19023125	HGNC:9215	POU class 3 homeobox 2	protein-coding gene	gene with protein product	Approved	6q16.1	06q16.1	POUF3|BRN2|OCT7	NA	OTF7	POU domain class 3, transcription factor 2	POU class homeoboxes and pseudogenes	523	1994-06-03	NA	2007-07-13	2016-10-05	5454	ENSG00000184486	OTTHUMG00000015258	uc003ppe.4	Z11933	NM_005604	CCDS5040	P20265	8441633	MGI:101895	RGD:61946	NA	POU3F2	600494	NA	8498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
POU6F2	POU6F2	ok	1	rs7786896, POU6F2, PMID:26198764	HGNC:21694	POU class 6 homeobox 2	protein-coding gene	gene with protein product	Approved	7p14.1	07p14.1	RPF-1	Retina-derived POU-domain factor-1	NA	POU domain, class 6, transcription factor 2	POU class homeoboxes and pseudogenes	523	2004-01-29	NA	2007-07-13	2014-11-18	11281	ENSG00000106536	OTTHUMG00000150803	uc064czc.1	U91934	NM_007252	CCDS34620|CCDS55103	P78424	8601806	MGI:2443631	RGD:1584652	NA	POU6F2	609062	NA	8503	NA	NA	117961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PP1P	PP1P	ok	2	rs4330281, TRC-GCA25-1 and PP1P, PMID:25056061; rs4330281, TRC-GCA25-1 and PP1P, PMID:26198764	HGNC:28884	pyrophosphatase (inorganic) 1 pseudogene	pseudogene	pseudogene	Approved	3p24.3	03p24.3	NA	NA	NA	NA	NA	NA	2005-01-26	NA	NA	2005-01-26	151842	NA	NA	NA	NA	NG_002639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPARGC1A	PPARGC1A	ok	3	rs11730701, PPARGC1A and MIR573, PMID:26198764; rs215411, CDC42P6 and PPARGC1A, PMID:26198764; rs215411, CDC42P6 and PPARGC1A, PMID:25056061	HGNC:9237	PPARG coactivator 1 alpha	protein-coding gene	gene with protein product	Approved	4p15.2	04p15.2	PGC1|PGC1A|PGC-1alpha	PPARgamma coactivator 1alpha	PPARGC1	peroxisome proliferative activated receptor, gamma, coactivator 1|peroxisome proliferative activated receptor, gamma, coactivator 1, alpha|peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	RNA binding motif containing	725	1999-08-02	2004-02-04	2016-01-27	2016-10-05	10891	ENSG00000109819	OTTHUMG00000097747	uc003gqs.3	AF106698	NM_013261	CCDS3429|CCDS87211|CCDS87212	Q9UBK2	10585775	MGI:1342774	RGD:620925	NA	PPARGC1A	604517	NA	NA	NA	NA	363670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPDPF	PPDPF	ok	1	rs427230, PPDPF and PTK6, PMID:26198764	HGNC:16142	pancreatic progenitor cell differentiation and proliferation factor	protein-coding gene	gene with protein product	Approved	20q13.33	20q13.33	dJ697K14.9|exdpf	exocrine differentiation and proliferation factor	C20orf149	chromosome 20 open reading frame 149|pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)	NA	NA	2001-07-17	2009-06-04	2013-07-23	2015-08-25	79144	ENSG00000125534	OTTHUMG00000032978	uc002yff.4	AL121829	NM_001353423	CCDS13523	Q9H3Y8	NA	MGI:1913746	RGD:1310660	NA	PPDPF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPFIA2	PPFIA2	ok	1	rs12426725, PPFIA2, PMID:22885689	HGNC:9246	PTPRF interacting protein alpha 2	protein-coding gene	gene with protein product	Approved	12q21.31	12q21.31	NA	Liprin-alpha2	NA	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	Sterile alpha motif domain containing	760	1998-10-23	NA	2016-02-10	2017-03-27	8499	ENSG00000139220	OTTHUMG00000170181	uc058rji.1	AF034799	NM_001220473	CCDS55850|CCDS55851|CCDS55852|CCDS55853|CCDS55854|CCDS55855|CCDS55856|CCDS55857|CCDS59236|CCDS73503	O75334	9624153	MGI:2443834	RGD:1305021	NA	PPFIA2	603143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPIAP14	PPIAP14	ok	1	rs8099121, DLGAP1-AS5 and PPIAP14, PMID:26198764	HGNC:9267	peptidylprolyl isomerase A pseudogene 14	pseudogene	pseudogene	Approved	18p11.31	18p11.31	NA	NA	PPIP4	peptidylprolyl isomerase (cyclophilin) pseudogene 4	NA	NA	1992-07-09	2005-11-04	2016-01-14	2016-12-07	5486	ENSG00000264775	OTTHUMG00000178431	NA	X52854	NG_005168	NA	NA	2197089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000294573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPM1AP1	PPM1AP1	ok	3	rs117019455, TUSC3 and PPM1AP1, PMID:27846195; rs201581573, TUSC3 and PPM1AP1, PMID:27846195; rs145847018, TUSC3 and PPM1AP1, PMID:27846195	HGNC:30175	protein phosphatase, Mg2+/Mn2+ dependent 1A pseudogene 1	pseudogene	pseudogene	Approved	8p22	08p22	NA	NA	NA	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform pseudogene 1|protein phosphatase, Mg2+/Mn2+ dependent 1A, pseudogene 1	NA	NA	2009-10-12	NA	2015-11-20	2015-11-20	137012	ENSG00000250483	OTTHUMG00000161571	NA	NA	NG_002692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000249256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPM1M	PPM1M	ok	1	rs11717383, PPM1M and WDR82, PMID:26198764	HGNC:26506	protein phosphatase, Mg2+/Mn2+ dependent 1M	protein-coding gene	gene with protein product	Approved	3p21.2	03p21.2	PP2Ceta|FLJ32332	protein phosphatase 2C eta	NA	protein phosphatase 1M (PP2C domain containing)|protein phosphatase, Mg2+/Mn2+ dependent, 1M	Protein phosphatases, Mg2+/Mn2+ dependent	701	2005-04-25	NA	2015-11-20	2016-10-05	132160	ENSG00000164088	OTTHUMG00000153046	uc011bed.3	AK096681	NM_144641	CCDS46840	Q96MI6	12477932	MGI:1915155	RGD:1584266	NA	PPM1M	608979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP1R11	PPP1R11	ok	1	rs8321, PPP1R11, PMID:23453885	HGNC:9285	protein phosphatase 1 regulatory inhibitor subunit 11	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	HCGV|Tctex5|HCG-V|CFAP255	NA	TCTE5	protein phosphatase 1, regulatory (inhibitor) subunit 11	Protein phosphatase 1 regulatory subunits|Cilia and flagella associated	694|1491	2000-02-11	NA	2015-11-18	2016-10-05	6992	ENSG00000204619	OTTHUMG00000031260	uc003npb.4	X81003	NM_021959	CCDS4671	O60927	9843442|8781118	MGI:1923747	RGD:1303163	NA	PPP1R11	606670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP1R13B	PPP1R13B	ok	1	rs67478160, PPP1R13B, PMID:26198764	HGNC:14950	protein phosphatase 1 regulatory subunit 13B	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33	p53BP2-like|KIAA0771|p85|ASPP1	NA	NA	protein phosphatase 1, regulatory (inhibitor) subunit 13B|protein phosphatase 1, regulatory subunit 13B	Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits	403|694	2001-06-29	NA	2015-11-18	2015-11-18	23368	ENSG00000088808	OTTHUMG00000171647	uc001yof.2	AB018314	NM_015316	CCDS41997	Q96KQ4	9872452	MGI:1336199	RGD:1304651	NA	PPP1R13B	606455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP1R16B	PPP1R16B	ok	2	rs6065094, PPP1R16B, PMID:25056061; rs6065094, PPP1R16B, PMID:26198764	HGNC:15850	protein phosphatase 1 regulatory subunit 16B	protein-coding gene	gene with protein product	Approved	20q11.23	20q11.23	KIAA0823|TIMAP|ANKRD4	TGF-beta-inhibited membrane-associated protein|ankyrin repeat domain protein 4	NA	protein phosphatase 1, regulatory (inhibitor) subunit 16B|protein phosphatase 1, regulatory subunit 16B	Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits|Myosin phosphatase targeting family	403|694|1180	2001-06-29	NA	2015-11-18	2015-11-18	26051	ENSG00000101445	OTTHUMG00000032465	uc002xje.3	AB020630	NM_015568	CCDS13309|CCDS54462	Q96T49	10048485|12055102	MGI:2151841	RGD:1589460	NA	PPP1R16B	613275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP1R21	PPP1R21	ok	1	rs7565792, FOXN2 and PPP1R21, PMID:23453885	HGNC:30595	protein phosphatase 1 regulatory subunit 21	protein-coding gene	gene with protein product	Approved	2p16.3	02p16.3	FLJ16566	NA	CCDC128|KLRAQ1	coiled-coil domain containing 128|KLRAQ motif containing 1|protein phosphatase 1, regulatory subunit 21	Protein phosphatase 1 regulatory subunits	694	2006-08-18	2011-10-11	2015-11-18	2015-11-18	129285	ENSG00000162869	OTTHUMG00000129167	uc002rwm.4	AY134855	NM_152994	CCDS1839|CCDS46278|CCDS54358	Q6ZMI0	12477932	MGI:1921075	RGD:1565310	NA	PPP1R21	618159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP1R36	PPP1R36	ok	1	rs2123461, PPP1R36, PMID:0	HGNC:20097	protein phosphatase 1 regulatory subunit 36	protein-coding gene	gene with protein product	Approved	14q23.3	14q23.3	NA	NA	C14orf50	chromosome 14 open reading frame 50|protein phosphatase 1, regulatory subunit 36	Protein phosphatase 1 regulatory subunits	694	2002-12-18	2011-10-11	2015-11-18	2016-10-05	145376	ENSG00000165807	OTTHUMG00000141316	uc001xhl.1	NA	NM_172365	CCDS9767	Q96LQ0	NA	MGI:2684916	RGD:1309051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP1R3B	PPP1R3B	ok	1	rs367543, PPP1R3B and TNKS, PMID:26198764	HGNC:14942	protein phosphatase 1 regulatory subunit 3B	protein-coding gene	gene with protein product	Approved	8p23.1	08p23.1	GL|FLJ14005|PPP1R4	PP1 subunit R4|hepatic glycogen-targeting subunit, G(L)	NA	protein phosphatase 1, regulatory (inhibitor) subunit 3B|protein phosphatase 1, regulatory subunit 3B	Protein phosphatase 1 regulatory subunits	694	2001-06-29	NA	2015-11-18	2015-11-18	79660	ENSG00000173281	OTTHUMG00000129329	uc003wsn.5	AK024067	NM_024607	CCDS5973	Q86XI6	11948623|17555403	MGI:2177268	RGD:621600	NA	PPP1R3B	610541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP2R2B	PPP2R2B	ok	1	rs609412, PPP2R2B, PMID:23453885	HGNC:9305	protein phosphatase 2 regulatory subunit Bbeta	protein-coding gene	gene with protein product	Approved	5q32	05q32	PR55-BETA|PR52B|B55beta	PP2A subunit B isoform beta	SCA12	spinocerebellar ataxia 12|protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	WD repeat domain containing|Protein phosphatase 2 regulatory subunits	362|696	1993-01-25	NA	2016-05-13	2017-04-05	5521	ENSG00000156475	OTTHUMG00000163381	uc003loe.6	M64930	NM_181678	CCDS4283|CCDS4284|CCDS43380|CCDS64281|CCDS64282	Q00005	1849734|10581021	MGI:1920180	RGD:631441	NA	PPP2R2B	604325	NA	NA	NA	NA	117973	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1.3.16	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PPP2R3A	PPP2R3A	ok	2	rs7641070, PPP2R3A, PMID:26198764; rs72975629, EPHB1 and PPP2R3A, PMID:26198764	HGNC:9307	protein phosphatase 2 regulatory subunit B''alpha	protein-coding gene	gene with protein product	Approved	3q22.2-q22.3	03q22.2-q22.3	PR130|PR72	PR130/B''alpha1 subunit|PR72/B''alpha2 subuit	PPP2R3	protein phosphatase 2 (formerly 2A), regulatory subunit B'' (PR 72), alpha isoform and (PR 130), beta isoform	Protein phosphatase 2 regulatory subunits|EF-hand domain containing	696|863	1993-01-25	2002-04-26	2016-05-13	2018-02-13	5523	ENSG00000073711	OTTHUMG00000159766	uc003eqv.3	L12146	NM_002718	CCDS3087|CCDS3088|CCDS54642	Q06190	8392071	MGI:2442104	RGD:1306958	NA	PPP2R3A	604944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1.3.16	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRDM14	PRDM14	ok	1	rs7008026, SUMO2P20 and PRDM14, PMID:26198764	HGNC:14001	PR/SET domain 14	protein-coding gene	gene with protein product	Approved	8q13.3	08q13.3	NA	NA	NA	PR domain containing 14|PR domain 14	Zinc fingers C2H2-type|PR/SET domain family	28|1197	2000-11-28	NA	2016-07-18	2016-07-18	63978	ENSG00000147596	OTTHUMG00000150495	uc003xym.3	AF319458	NM_024504	CCDS6206	Q9GZV8	NA	MGI:3588194	RGD:2319590	NA	PRDM14	611781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRELP	PRELP	ok	1	rs6428009, FMOD and PRELP, PMID:0	HGNC:9357	proline and arginine rich end leucine rich repeat protein	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	SLRR2A|prolargin	prolargin proteoglycan	NA	proline arginine-rich end leucine-rich repeat protein	Small leucine rich repeat proteoglycans	573	1996-09-24	NA	2016-06-06	2016-10-05	5549	ENSG00000188783	OTTHUMG00000035911	uc001gzs.4	BC032498	NM_002725	CCDS1438	P51888	7592739	MGI:2151110	RGD:620226	NA	PRELP	601914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PREPL	PREPL	ok	1	rs698761, PREPL, PMID:26821981	HGNC:30228	prolyl endopeptidase like	protein-coding gene	gene with protein product	Approved	2p21	02p21	KIAA0436	NA	NA	prolyl endopeptidase-like	NA	NA	2005-02-25	NA	2018-01-05	2018-01-05	9581	ENSG00000138078	OTTHUMG00000152791	uc010fax.4	AB007896	NM_006036	CCDS33190|CCDS42675|CCDS42676|CCDS54353	Q4J6C6	11524703|24610330	MGI:2441932	RGD:1310143	NA	PREPL	609557	NA	NA	NA	NA	165929	NA	NA	S09.015	NA	objectId:2870	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PREX1	PREX1	ok	1	rs6095357, PREX1 and ARFGEF2, PMID:26198764	HGNC:32594	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding gene	gene with protein product	Approved	20q13.13	20q13.13	KIAA1415|P-REX1	PIP3 dependent Rac exchange factor 1	NA	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors|PDZ domain containing	682|722|1220	2008-09-15	NA	2016-04-06	2016-04-06	57580	ENSG00000124126	OTTHUMG00000032685	uc002xtw.2	AB037836	NM_020820	CCDS13410	Q8TCU6	11955434|15545267|16301320	MGI:3040696	RGD:1306534	NA	PREX1	606905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRG4	PRG4	ok	1	rs182020790, HMCN1 and PRG4, PMID:27846195	HGNC:9364	proteoglycan 4	protein-coding gene	gene with protein product	Approved	1q31.1	01q31.1	JCAP|SZP|MSF|HAPO|bG174L6.2|FLJ32635	lubricin|megakaryocyte stimulating factor|articular superficial zone protein|Jacobs camptodactyly-arthropathy-pericarditis syndrome|camptodactyly, arthropathy, coxa vara, pericarditis syndrome|bG174L6.2 (MSF: megakaryocyte stimulating factor )	CACP	proteoglycan 4, (megakaryocyte stimulating factor, articular superficial zone protein, camptodactyly, arthropathy, coxa vara, pericarditis syndrome)	NA	NA	2000-07-31	NA	2004-11-15	2016-10-05	10216	ENSG00000116690	OTTHUMG00000035574	uc001gru.5	U70136	NM_005807	CCDS1369|CCDS44287|CCDS44288|CCDS81411	Q92954	10545950|9920774	MGI:1891344	RGD:1308976	NA	PRG4	604283	NA	NA	NA	NA	118000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRKCQ	PRKCQ	ok	1	rs11258317, LOC399716 and PRKCQ, PMID:0	HGNC:9410	protein kinase C theta	protein-coding gene	gene with protein product	Approved	10p15.1	10p15.1	NA	NA	NA	protein kinase C, theta	C2 domain containing protein kinases|AGC family kinases	835|1625	1992-12-14	NA	2016-01-27	2016-10-05	5588	ENSG00000065675	OTTHUMG00000017623	uc001ijj.3	L07032	NM_006257	CCDS7079|CCDS55701|CCDS60482	Q04759	8444877	MGI:97601	RGD:620968	NA	PRKCQ	600448	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1488	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRKD1	PRKD1	ok	4	rs2068012, PRKD1, PMID:25056061; rs2068012, PRKD1, PMID:26198764; rs1191551, LINC01551 and PRKD1, PMID:26198764; rs10148671, LINC01551 and PRKD1, PMID:26198764	HGNC:9407	protein kinase D1	protein-coding gene	gene with protein product	Approved	14q12	14q12	PKCM|PKD|PKC-mu	NA	PRKCM	protein kinase C, mu	Pleckstrin homology domain containing	682	1994-05-16	2004-10-30	2004-10-28	2016-10-05	5587	ENSG00000184304	OTTHUMG00000140203	uc001wqh.4	NA	NM_002742	CCDS9637|CCDS81796	Q15139	8119958|10965134	MGI:99879	RGD:620964	NA	PRKD1	605435	NA	NA	NA	NA	422348	NA	NA	NA	NA	objectId:1489	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRKG1	PRKG1	ok	1	rs61847307, PRKG1, PMID:26198764	HGNC:9414	protein kinase cGMP-dependent 1	protein-coding gene	gene with protein product	Approved	10q11.23-q21.1	10q11.23-q21.1	PGK|PKG|PKG1	NA	PRKGR1B|PRKG1B	protein kinase, cGMP-dependent, type I	AGC family kinases	1625	1991-07-17	NA	2018-04-18	2018-12-06	5592	ENSG00000185532	OTTHUMG00000018248	uc001jjm.4	NA	NM_001098512	CCDS7244|CCDS44399	Q13976	2792381|1544322	MGI:108174	RGD:1587390	LRG_1135|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1135.xml	PRKG1	176894	NA	NA	NA	NA	363279	NA	NA	NA	NA	objectId:1492	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRLR	PRLR	ok	1	rs74370740, PRLR, PMID:27846195	HGNC:9446	prolactin receptor	protein-coding gene	gene with protein product	Approved	5p13.2	05p13.2	NA	NA	NA	NA	NA	NA	1989-12-01	NA	NA	2016-10-05	5618	ENSG00000113494	OTTHUMG00000090789	uc032uqm.2	NA	NM_000949	CCDS3909|CCDS56358|CCDS56359|CCDS56360|CCDS56361|CCDS56362	P16471	NA	MGI:97763	RGD:3407	NA	PRLR	176761	NA	NA	NA	NA	400642	NA	NA	NA	NA	objectId:1721	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
PRMT7	PRMT7	ok	1	rs8058517, PRMT7, PMID:0	HGNC:25557	protein arginine methyltransferase 7	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ10640|KIAA1933	NA	NA	NA	Protein arginine methyltransferases	691	2006-02-16	NA	NA	2014-11-18	54496	ENSG00000132600	OTTHUMG00000137556	uc059wfs.1	AK001502	NM_019023	CCDS10866|CCDS54033	Q9NVM4	15044439	MGI:2384879	RGD:1304869	NA	PRMT7	610087	NA	NA	NA	NA	466391	NA	NA	NA	NA	objectId:1258	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
