Entry	Trait	SNP_rsID	anno_class	gene1_symbol	gene1_ID	gene2_symbol	gene2_ID	car	pos	PValue	source	PubMed	analysis_ID	study_ID	study_name	population
436	Schizophrenia	230529	intron	NFKB1	4790	NFKB1	4790	4	102536261	2E-7	NHGRI	22479419				East Asian
437	Schizophrenia	17790731	intron	RFESD	317671	RFESD	317671	5	95647825	2E-7	NHGRI	25944848				European
438	Schizophrenia	6878284	intron	SLCO6A1	133482	SLCO6A1	133482	5	102434022	2E-7	NHGRI	26198764				Arab
439	Schizophrenia	4388249	intron	MAN2A1	4124	MAN2A1	4124	5	109700365	2E-7	NHGRI	26198764				Arab
440	Schizophrenia	75070487	intron	CTD-2270F17.1	101928033	CTD-2270F17.1	101928033	5	170389767	2E-7	NHGRI	27846195				European
441	Schizophrenia	75070487	nearGene-5	KCNMB1	3779	KCNMB1	3779	5	170389767	2E-7	NHGRI	27846195				European
442	Schizophrenia	75070487	intron	KCNIP1	30820	KCNIP1	30820	5	170389767	2E-7	NHGRI	27846195				European
443	Schizophrenia	61747867	nearGene-5	HIST1H3G	8355	HIST1H3G	8355	6	26272320	2E-7	NHGRI	26198764				Arab
444	Schizophrenia	61747867	nearGene-5	HIST1H2BI	8346	HIST1H2BI	8346	6	26272320	2E-7	NHGRI	26198764				Arab
445	Schizophrenia	3132581	intron	DPCR1	135656	DPCR1	135656	6	30945681	2E-7	NHGRI	23453885				European
446	Schizophrenia	9275524	intergenic	MTCO3P1	404026	HLA-DQA2	3118	6	32707332	2E-7	NHGRI	23453885				European
447	Schizophrenia	1339227	intergenic	RIMS1	22999	KCNQ5	56479	6	72445999	2E-7	NHGRI	26198764				Arab
448	Schizophrenia	117019455	intergenic	TUSC3	7991	PPM1AP1	137012	8	15796634	2E-7	NHGRI	27846195				European
449	Schizophrenia	17687067	intron	ZDHHC2	51201	ZDHHC2	51201	8	17178692	2E-7	NHGRI	26198764				Arab
450	Schizophrenia	1042992	UTR-3	BNIP3L	665	BNIP3L	665	8	26411675	2E-7	NHGRI	26198764				Arab
451	Schizophrenia	2565065	intron	CHRNA2	1135	CHRNA2	1135	8	27470504	2E-7	NHGRI	26198764				Arab
452	Schizophrenia	74804370	intergenic	CYCSP3	349198	RPL10AP3	137107	8	34141053	2E-7	NHGRI	26198764				Arab
453	Schizophrenia	112537273	intron	LETM2	137994	LETM2	137994	8	38390788	2E-7	NHGRI	26198764				Arab
454	Schizophrenia	7004633	intergenic	RNA5SP272	100873525	RIPK2	8767	8	88748082	2E-7	NHGRI	21926974				European
455	Schizophrenia	1587409	intergenic	SLC30A8	169026	MED30	90390	8	117251493	2E-7	NHGRI	26249676				NR
456	Schizophrenia	10968749	intron	LINGO2	158038	LINGO2	158038	9	28752486	2E-7	NHGRI	25944848				European
457	Schizophrenia	2796441	intron	LOC101927502	101927502	LOC101927502	101927502	9	81694033	2E-7	NHGRI	26198764				Arab
458	Schizophrenia	7122181	intergenic	ARL6IP1P3	729790	MIR4300	100422823	11	81491868	2E-7	NHGRI	26198764				Arab
459	Schizophrenia	4765905	intron	CACNA1C	775	CACNA1C	775	12	2240418	2E-7	NHGRI	22688191				European
460	Schizophrenia	4240748	intergenic	DCN	1634	C12orf79	256021	12	91853010	2E-7	NHGRI	26198764				Arab
461	Schizophrenia	17066873	intergenic	KCTD12	115207	BTF3P11	690	13	76889874	2E-7	NHGRI	25944848				European
462	Schizophrenia	80208670	intergenic	RNU6-67P	100873771	SLITRK1	114798	13	83863953	2E-7	NHGRI	27400856				European
463	Schizophrenia	2068012	intron	PRKD1	5587	PRKD1	5587	14	29721110	2E-7	NHGRI	26198764				Arab
464	Schizophrenia	67981189	intron	PCNX	22990	PCNX	22990	14	71005509	2E-7	NHGRI	26198764				Arab
465	Schizophrenia	56240334	intron	ADCK1	57143	ADCK1	57143	14	77905060	2E-7	NHGRI	27846195				European
466	Schizophrenia	72838804	intron	B9D1	27077	B9D1	27077	17	19338052	2E-7	NHGRI	27846195				European
467	Schizophrenia	11152369	intron	TCF4	6925	TCF4	6925	18	55399097	2E-7	NHGRI	23453885				European
468	Schizophrenia	138880	intron	BRD1	23774	BRD1	23774	22	49824963	2E-7	NHGRI	23894747				European
469	Schizophrenia	5769765	intron	ZBED4	9889	ZBED4	9889	22	49877528	2E-7	NHGRI	26198764				Arab
470	Schizophrenia	7537052	intron	TRAPPC3	27095	TRAPPC3	27095	1	36151340	3E-7	NHGRI	26198764				Arab
471	Schizophrenia	589249	intergenic	FTLP18	100462786	GRIK3	2899	1	36696751	3E-7	NHGRI	23894747				European
472	Schizophrenia	75608493	intergenic	BRINP2	57795	SEC16B	89866	1	177796886	3E-7	NHGRI	26198764				Arab
473	Schizophrenia	2868985	intergenic	EFEMP1	2202	MIR217	406999	2	55964335	3E-7	NHGRI	26198764				Arab
474	Schizophrenia	2312147	intron	VRK2	7444	VRK2	7444	2	57995793	3E-7	NHGRI	19571808				European
475	Schizophrenia	13027106	intergenic	SUCLA2P2	100129863	LRRTM4	80059	2	76228042	3E-7	NHGRI	26198764				Arab
476	Schizophrenia	1108252	intergenic	EFHD1	80303	GIGYF2	26058	2	232688857	3E-7	NHGRI	26198764				Arab
477	Schizophrenia	2470578	intron	TBC1D5	9779	TBC1D5	9779	3	17288600	3E-7	NHGRI	26198764				Arab
478	Schizophrenia	2581794	intron	SFMBT1	51460	SFMBT1	51460	3	53002190	3E-7	NHGRI	26198764				Arab
479	Schizophrenia	62244881	intron	FOXP1	27086	FOXP1	27086	3	71519926	3E-7	NHGRI	26198764				Arab
480	Schizophrenia	17746001	intergenic	RNA5SP173	100873437	LINC00290	728081	4	179734472	3E-7	NHGRI	22688191				European
481	Schizophrenia	138538719	intron	SGCD	6444	SGCD	6444	5	156578156	3E-7	NHGRI	27846195				European
482	Schizophrenia	3132935	intron	NOTCH4	4855	NOTCH4	4855	6	32203298	3E-7	NHGRI	23894747				European
483	Schizophrenia	4470825	intron	DOPEY1	23033	DOPEY1	23033	6	83080079	3E-7	NHGRI	26198764				Arab
484	Schizophrenia	12190758	intergenic	RPL5P19	100270906	ATF1P1	100128159	6	92438623	3E-7	NHGRI	26198764				Arab
485	Schizophrenia	540425	intergenic	NPC1L1	29881	DDX56	54606	7	44552473	3E-7	NHGRI	26198764				Arab
486	Schizophrenia	17154917	intergenic	SEMA3C	10512	HGF	3082	7	81207393	3E-7	NHGRI	25944848				European
487	Schizophrenia	13233308	intron	ABCB1	5243	ABCB1	5243	7	87615644	3E-7	NHGRI	26198764				Arab
488	Schizophrenia	17158930	intron	DOCK4	9732	DOCK4	9732	7	111871082	3E-7	NHGRI	25944848				European
489	Schizophrenia	12541491	intron	MSRA	4482	MSRA	4482	8	10392538	3E-7	NHGRI	26198764				Arab
490	Schizophrenia	2382999	intergenic	LINC00964	157381	ZNF572	137209	8	124967335	3E-7	NHGRI	27846195				European
491	Schizophrenia	1360695	intergenic	BRINP1	1620	MIR147A	406939	9	119786808	3E-7	NHGRI	26198764				Arab
492	Schizophrenia	7897654	intergenic	RPL22P17	100271289	CNNM2	54805	10	102902701	3E-7	NHGRI	23894747				European
493	Schizophrenia	79862545	intergenic	CLMP	79827	MIR4493	100616319	11	123278215	3E-7	NHGRI	27846195				European
494	Schizophrenia	10894294	intergenic	SNX19	399979	NTM	50863	11	130960853	3E-7	NHGRI	22688191				European
495	Schizophrenia	324017	intron	NAB2	4665	NAB2	4665	12	57094031	3E-7	NHGRI	26198764				Arab
496	Schizophrenia	34102591	intron	ZNF664-FAM101A	100533183	ZNF664-FAM101A	100533183	12	123996254	3E-7	NHGRI	26198764				Arab
497	Schizophrenia	34102591	intron	ZNF664	144348	ZNF664	144348	12	123996254	3E-7	NHGRI	26198764				Arab
498	Schizophrenia	1329313	intron	LINC00457	100874179	LINC00457	100874179	13	34619885	3E-7	NHGRI	26198764				Arab
499	Schizophrenia	9584154	intron	GPC6	10082	GPC6	10082	13	93774100	3E-7	NHGRI	26198764				Arab
500	Schizophrenia	12883788	intergenic	MTCO1P2	326603	NPAS3	64067	14	32834334	3E-7	NHGRI	26198764				Arab
501	Schizophrenia	11156875	intron	KIAA0391	9692	KIAA0391	9692	14	35150610	3E-7	NHGRI	26198764				Arab
502	Schizophrenia	59721556	intergenic	SPTLC2	9517	ALKBH1	8846	14	77646050	3E-7	NHGRI	27846195				European
503	Schizophrenia	34272020	cds-synon	ADCK1	57143	ADCK1	57143	14	77907829	3E-7	NHGRI	27846195				European
504	Schizophrenia	12592967	intergenic	RNA5SP397	100873650	VPS13C	54832	15	61578744	3E-7	NHGRI	22688191				European
505	Schizophrenia	6500602	intron	DNAJA3	9093	DNAJA3	9093	16	4447450	3E-7	NHGRI	26198764				Arab
506	Schizophrenia	188803409	intron	RBFOX1	54715	RBFOX1	54715	16	6990147	3E-7	NHGRI	27846195				European
507	Schizophrenia	7233060	intergenic	NFATC1	4772	LOC284241	284241	18	79632379	3E-7	NHGRI	23212062				European
508	Schizophrenia	56873913	intron	PRRG2	5639	PRRG2	5639	19	49587942	3E-7	NHGRI	26198764				Arab
509	Schizophrenia	6035684	intergenic	EIF4E2P1	128770	MRPS11P1	128774	20	20754934	3E-7	NHGRI	26198764				Arab
510	Schizophrenia	12755164	intergenic	KRT8P21	126811	LRRIQ3	127255	1	73170208	4E-7	NHGRI	26198764				Arab
511	Schizophrenia	7521492	intergenic	RNA5SP63	100873298	NMNAT1P2	100129160	1	163758686	4E-7	NHGRI	26198764				Arab
512	Schizophrenia	12139672	intergenic	BRINP3	339479	HNRNPA1P46	100421399	1	190971497	4E-7	NHGRI	26198764				Arab
513	Schizophrenia	7523273	nearGene-5	MIR29B2	407025	MIR29B2	407025	1	207803738	4E-7	NHGRI	26198764				Arab
514	Schizophrenia	7523273	nearGene-5	MIR29C	407026	MIR29C	407026	1	207803738	4E-7	NHGRI	26198764				Arab
515	Schizophrenia	12991836	nearGene-3	ZEB2	9839	ZEB2	9839	2	144383974	4E-7	NHGRI	26198764				Arab
516	Schizophrenia	2302045	intron	SNED1	25992	SNED1	25992	2	241081801	4E-7	NHGRI	25944848				European
517	Schizophrenia	2302045	intron	MTERF4	130916	MTERF4	130916	2	241081801	4E-7	NHGRI	25944848				European
518	Schizophrenia	73878431	intergenic	CBX1P5	100133259	ZBBX	79740	3	166933488	4E-7	NHGRI	27846195				European
519	Schizophrenia	80052780	intron	LINC00499	100874047	LINC00499	100874047	4	138346969	4E-7	NHGRI	27846195				European
520	Schizophrenia	13168670	intergenic	VTRNA1-3	56662	PCDHA1	56147	5	140767314	4E-7	NHGRI	26198764				Arab
521	Schizophrenia	16897515	missense	POM121L2	94026	POM121L2	94026	6	27310241	4E-7	NHGRI	23894747				European
522	Schizophrenia	1914395	intron	CALN1	83698	CALN1	83698	7	72374423	4E-7	NHGRI	26198764				Arab
523	Schizophrenia	9297357	intergenic	RPL29P18	644103	TMCC1P1	100128132	8	105130105	4E-7	NHGRI	23453885				European
524	Schizophrenia	2026714	intergenic	ACTG1P14	100418910	RPL4P5	158345	9	7177284	4E-7	NHGRI	26198764				Arab
525	Schizophrenia	9695226	intron	LINC01239	441389	LINC01239	441389	9	22759397	4E-7	NHGRI	26198764				Arab
526	Schizophrenia	10967505	intergenic	FAM71BP1	100421478	CAAP1	79886	9	26737658	4E-7	NHGRI	26198764				Arab
527	Schizophrenia	61847307	intron	PRKG1	5592	PRKG1	5592	10	52184682	4E-7	NHGRI	26198764				Arab
528	Schizophrenia	61854820	intergenic	GAPDHP21	389970	ZWINT	11130	10	56294881	4E-7	NHGRI	27846195				European
529	Schizophrenia	1783925	intergenic	PKNOX2	63876	FEZ1	9638	11	125434113	4E-7	NHGRI	22648509				European
530	Schizophrenia	2917569	intron	OPCML	4978	OPCML	4978	11	132698360	4E-7	NHGRI	26198764				Arab
531	Schizophrenia	12877581	intron	KLF12	11278	KLF12	11278	13	73751362	4E-7	NHGRI	26198764				Arab
532	Schizophrenia	4903318	intergenic	LINC01220	731223	JDP2	122953	14	75399932	4E-7	NHGRI	27846195				European
533	Schizophrenia	146797905	intron	NTRK3	4916	NTRK3	4916	15	88215343	4E-7	NHGRI	26198764				Arab
534	Schizophrenia	2828478	intergenic	TUBAP	54016	VN2R20P	100033408	21	23732894	4E-7	NHGRI	26198764				Arab
535	Schizophrenia	4129148	intergenic	SHOX	6473	CRLF2	64109	MT	1029446	4E-7	NHGRI	17522711				European
536	Schizophrenia	2252865	intron	RERE	473	RERE	473	1	8362616	5E-7	NHGRI	23453885				European
537	Schizophrenia	12071951	intergenic	NDUFS5P2	100286918	RPL7P9	653702	1	96648359	5E-7	NHGRI	22688191				European
538	Schizophrenia	1198588	intergenic	NFU1P2	100132699	SNX7	51375	1	98087276	5E-7	NHGRI	22688191				European
539	Schizophrenia	16937	intron	CNTN2	6900	CNTN2	6900	1	205066327	5E-7	NHGRI	26198764				Arab
540	Schizophrenia	7562618	intergenic	TDRD15	100129278	RNA5SP87	100873320	2	22307927	5E-7	NHGRI	26198764				Arab
541	Schizophrenia	7577463	intron	SPHKAP	80309	SPHKAP	80309	2	228130066	5E-7	NHGRI	26198764				Arab
542	Schizophrenia	6800435	intron	LINC00606	285370	LINC00606	285370	3	10762866	5E-7	NHGRI	26198764				Arab
543	Schizophrenia	2358740	intergenic	DCP1A	55802	RPS25P4	391539	3	53421542	5E-7	NHGRI	26198764				Arab
544	Schizophrenia	11345859	intron	KIT	3815	KIT	3815	4	54669212	5E-7	NHGRI	26198764				Arab
545	Schizophrenia	2905627	intron	LOC101929468	101929468	LOC101929468	101929468	4	104528928	5E-7	NHGRI	26198764				Arab
546	Schizophrenia	13358908	intergenic	HCN1	348980	EMB	133418	5	46349602	5E-7	NHGRI	26198764				Arab
547	Schizophrenia	142089946	intron	ZSWIM6	57688	ZSWIM6	57688	5	61495766	5E-7	NHGRI	26198764				Arab
548	Schizophrenia	2524005	intergenic	HLA-K	3138	HLA-U	352965	6	29931900	5E-7	NHGRI	22688191				European
549	Schizophrenia	3132935	intron	NOTCH4	4855	NOTCH4	4855	6	32203298	5E-7	NHGRI	23894747				European
550	Schizophrenia	2237436	intron	INHBA	3624	INHBA	3624	7	41691333	5E-7	NHGRI	26198764				Arab
551	Schizophrenia	149776388	intron	XKR6	286046	XKR6	286046	8	11008861	5E-7	NHGRI	27846195				European
552	Schizophrenia	10967586	intergenic	CAAP1	79886	PLAA	9373	9	26895810	5E-7	NHGRI	26198764				Arab
553	Schizophrenia	514209	intron	TRPM6	140803	TRPM6	140803	9	74727899	5E-7	NHGRI	26198764				Arab
554	Schizophrenia	11104379	intergenic	RPL23AP68	100130555	CYCSP30	121026	12	87266212	5E-7	NHGRI	26198764				Arab
555	Schizophrenia	11625793	intergenic	MIR625	693210	NCOA4P1	326605	14	65849165	5E-7	NHGRI	26198764				Arab
556	Schizophrenia	4273100	intron	EPN2	22905	EPN2	22905	17	19250104	5E-7	NHGRI	26198764				Arab
557	Schizophrenia	72838804	intron	B9D1	27077	B9D1	27077	17	19338052	5E-7	NHGRI	27846195				European
558	Schizophrenia	57549656	intron	GNG7	2788	GNG7	2788	19	2687653	5E-7	NHGRI	26198764				Arab
559	Schizophrenia	7544736	intergenic	RPL7P9	653702	PTBP2	58155	1	96698787	6E-7	NHGRI	19571811				European
560	Schizophrenia	583583	intron	BCL9	607	BCL9	607	1	147611315	6E-7	NHGRI	23382809				European
561	Schizophrenia	7529073	intron	PROX1-AS1	100505832	PROX1-AS1	100505832	1	213974546	6E-7	NHGRI	26198764				Arab
562	Schizophrenia	7599488	intron	BCL11A	53335	BCL11A	53335	2	60491212	6E-7	NHGRI	26198764				Arab
563	Schizophrenia	76329678	intergenic	EMB	133418	PARP8	79668	5	50534452	6E-7	NHGRI	26198764				Arab
564	Schizophrenia	2247419	intron	ADGRV1	84059	ADGRV1	84059	5	90859597	6E-7	NHGRI	26198764				Arab
565	Schizophrenia	62380867	intron	SGCD	6444	SGCD	6444	5	156619236	6E-7	NHGRI	27846195				European
566	Schizophrenia	10077591	intergenic	RPL21P59	100271174	RPL7P20	728843	5	165935005	6E-7	NHGRI	27922604				East Asian
567	Schizophrenia	1480380	intergenic	HLA-DMB	3109	HLA-DMA	3108	6	32945469	6E-7	NHGRI	23453885				European
568	Schizophrenia	2721800	intron	MPP6	51678	MPP6	51678	7	24652933	6E-7	NHGRI	23453885				European
569	Schizophrenia	2237457	intron	GRB10	2887	GRB10	2887	7	50658447	6E-7	NHGRI	25223841				European
570	Schizophrenia	58605417	intron	MMP16	4325	MMP16	4325	8	88282093	6E-7	NHGRI	26198764				Arab
571	Schizophrenia	7872515	intron	SPTLC1	10558	SPTLC1	10558	9	92060258	6E-7	NHGRI	22688191				European
572	Schizophrenia	16914811	intron	GABBR2	9568	GABBR2	9568	9	98314345	6E-7	NHGRI	26198764				Arab
573	Schizophrenia	4987094	intron	TTC12	54970	TTC12	54970	11	113345201	6E-7	NHGRI	26198764				Arab
574	Schizophrenia	10878577	intergenic	OSBPL9P4	100498661	GGTA2P	121328	12	67200061	6E-7	NHGRI	26198764				Arab
575	Schizophrenia	644939	intron	ANO4	121601	ANO4	121601	12	101060211	6E-7	NHGRI	27846195				European
576	Schizophrenia	12431410	intron	RTN1	6252	RTN1	6252	14	59699304	6E-7	NHGRI	26198764				Arab
577	Schizophrenia	9951150	intergenic	RNA5SP459	100873703	TCF4	6925	18	55153893	6E-7	NHGRI	23453885				European
578	Schizophrenia	8094969	intergenic	GTSCR1	220158	CBLN2	147381	18	71833874	6E-7	NHGRI	27846195				European
579	Schizophrenia	9611177	intergenic	TAB1	10454	MGAT3	4248	22	39444125	6E-7	NHGRI	26198764				Arab
580	Schizophrenia	138707712	intron	OSCP1	127700	OSCP1	127700	1	36447523	7E-7	NHGRI	27846195				European
581	Schizophrenia	1506297	intergenic	RBMS3-AS2	100873978	TGFBR2	7048	3	30030816	7E-7	NHGRI	26198764				Arab
582	Schizophrenia	9815738	intron	C3orf38	285237	C3orf38	285237	3	88155583	7E-7	NHGRI	27846195				European
583	Schizophrenia	4626214	intergenic	RNU6-34P	100873749	COX7A2P2	1348	4	96805918	7E-7	NHGRI	26198764				Arab
584	Schizophrenia	710369	intergenic	CCNH	902	TMEM161B	153396	5	87799433	7E-7	NHGRI	26198764				Arab
585	Schizophrenia	6868545	intergenic	TRC-ACA1-1	100189508	GRIA1	2890	5	153115323	7E-7	NHGRI	26198764				Arab
586	Schizophrenia	62382696	intron	SGCD	6444	SGCD	6444	5	156466557	7E-7	NHGRI	27846195				European
587	Schizophrenia	9362395	intergenic	RCN1P1	442234	ZNF292	23036	6	87144623	7E-7	NHGRI	26198764				Arab
588	Schizophrenia	6568685	intron	TRAF3IP2-AS1	643749	TRAF3IP2-AS1	643749	6	111499910	7E-7	NHGRI	26198764				Arab
589	Schizophrenia	9488343	intron	HS3ST5	222537	HS3ST5	222537	6	114226817	7E-7	NHGRI	24086445				East Asian
590	Schizophrenia	112509803	intergenic	MPP6	51678	DFNA5	1687	7	24695385	7E-7	NHGRI	26198764				Arab
591	Schizophrenia	211829	intergenic	RPL3P8	646620	IMMP2L	83943	7	110408836	7E-7	NHGRI	26198764				Arab
592	Schizophrenia	79323383	intergenic	SNTB1	6641	RPL35AP19	100271322	8	120839185	7E-7	NHGRI	26821981				European
593	Schizophrenia	7036881	intron	CACNA1B	774	CACNA1B	774	9	138076309	7E-7	NHGRI	27846195				European
594	Schizophrenia	16915157	intron	ANK3	288	ANK3	288	10	60586880	7E-7	NHGRI	22688191				European
595	Schizophrenia	7902091	intron	CTNNA3	29119	CTNNA3	29119	10	66838534	7E-7	NHGRI	23358160				European
596	Schizophrenia	11220082	intron	FEZ1	9638	FEZ1	9638	11	125454069	7E-7	NHGRI	22688191				European
597	Schizophrenia	2293052	intron	NOS1	4842	NOS1	4842	12	117277815	7E-7	NHGRI	26198764				Arab
598	Schizophrenia	73177327	intergenic	DGKZP1	400126	LINC00284	121838	13	43983531	7E-7	NHGRI	27846195				European
599	Schizophrenia	74065827	intron	ADCK1	57143	ADCK1	57143	14	77902942	7E-7	NHGRI	27846195				European
600	Schizophrenia	12447542	intron	RBFOX1	54715	RBFOX1	54715	16	7694178	7E-7	NHGRI	26198764				Arab
601	Schizophrenia	9607791	intergenic	MIR6889	102466758	ZC3H7B	23264	22	41298384	7E-7	NHGRI	26198764				Arab
602	Schizophrenia	184597564	intron	ADGRL2	23266	ADGRL2	23266	1	81770721	8E-7	NHGRI	27400856				European
603	Schizophrenia	11807834	intron	GALNT2	2590	GALNT2	2590	1	230136877	8E-7	NHGRI	26198764				Arab
604	Schizophrenia	1682361	intergenic	IL20RB	53833	RNA5SP142	100873409	3	137015172	8E-7	NHGRI	26198764				Arab
605	Schizophrenia	140130327	intergenic	PYDC2	152138	FGF12	2257	3	191623790	8E-7	NHGRI	26198764				Arab
606	Schizophrenia	117673608	intron	PARK2	5071	PARK2	5071	6	161931643	8E-7	NHGRI	27846195				European
607	Schizophrenia	73060317	intron	SP4	6671	SP4	6671	7	21480594	8E-7	NHGRI	26198764				Arab
608	Schizophrenia	4733770	intron	ASAP1	50807	ASAP1	50807	8	130140419	8E-7	NHGRI	26198764				Arab
609	Schizophrenia	11785400	intergenic	ARC	23237	JRK	8629	8	142649072	8E-7	NHGRI	26198764				Arab
610	Schizophrenia	13301469	intron	GLIS3	169792	GLIS3	169792	9	3911353	8E-7	NHGRI	26198764				Arab
611	Schizophrenia	12412942	nearGene-5	LINC00701	399708	LINC00701	399708	10	2315508	8E-7	NHGRI	26198764				Arab
612	Schizophrenia	61857276	intergenic	ZWINT	11130	MIR3924	100500834	10	56434080	8E-7	NHGRI	27846195				European
613	Schizophrenia	8008002	intergenic	LINC01220	731223	JDP2	122953	14	75398980	8E-7	NHGRI	27846195				European
614	Schizophrenia	77221366	intron	SHISA9	729993	SHISA9	729993	16	13018138	8E-7	NHGRI	26198764				Arab
615	Schizophrenia	11439302	intergenic	RBMX2P1	100128341	NRIP1	8204	21	14869413	8E-7	NHGRI	27846195				European
616	Schizophrenia	61765555	intergenic	KRT8P21	126811	LRRIQ3	127255	1	73492132	9E-7	NHGRI	26198764				Arab
617	Schizophrenia	9677260	intron	HECW2	57520	HECW2	57520	2	196463011	9E-7	NHGRI	26198764				Arab
618	Schizophrenia	6707588	intergenic	FAM134A	79137	ZFAND2B	130617	2	219196879	9E-7	NHGRI	26198764				Arab
619	Schizophrenia	114042773	intergenic	HMGB1P22	644659	RPSAP37	100270915	5	125639572	9E-7	NHGRI	26198764				Arab
620	Schizophrenia	75583333	intergenic	PWWP2A	114825	FABP6	2172	5	160168028	9E-7	NHGRI	26821981				European
621	Schizophrenia	886424	ncRNA	LINC00243	401247	LINC00243	401247	6	30814225	9E-7	NHGRI	22688191				European
622	Schizophrenia	227932	ncRNA	CLK2P1	1197	CLK2P1	1197	7	23584856	9E-7	NHGRI	26198764				Arab
623	Schizophrenia	7341475	intron	RELN	5649	RELN	5649	7	103764368	9E-7	NHGRI	18282107				Arab
624	Schizophrenia	28375034	intergenic	ST13P7	155019	EXOC4	60412	7	133201294	9E-7	NHGRI	26198764				Arab
625	Schizophrenia	10503256	intron	CSMD1	64478	CSMD1	64478	8	4356657	9E-7	NHGRI	22688191				European
626	Schizophrenia	141473550	intergenic	PABPC1P11	100421058	PUS7P1	100421790	9	17878240	9E-7	NHGRI	27846195				European
627	Schizophrenia	77217161	intergenic	GAPDHP21	389970	ZWINT	11130	10	56074184	9E-7	NHGRI	27846195				European
628	Schizophrenia	1864774	intron	DLG2	1740	DLG2	1740	11	83488233	9E-7	NHGRI	26198764				Arab
629	Schizophrenia	548181	nearGene-5	STT3A	3703	STT3A	3703	11	125591814	9E-7	NHGRI	23453885				European
630	Schizophrenia	117578877	intergenic	RNA5SP353	100873613	GRIN2B	2904	12	13528544	9E-7	NHGRI	26198764				Arab
631	Schizophrenia	981975	intron	RGS6	9628	RGS6	9628	14	72119843	9E-7	NHGRI	26821981				European
632	Schizophrenia	56240334	intron	ADCK1	57143	ADCK1	57143	14	77905060	9E-7	NHGRI	27846195				European
633	Schizophrenia	1466921	ncRNA	LINC01583	101929690	LINC01583	101929690	15	82092316	9E-7	NHGRI	26249676				NR
634	Schizophrenia	12922317	intron	SNX29	92017	SNX29	92017	16	11983775	9E-7	NHGRI	23358160				European
635	Schizophrenia	6694545	intergenic	PTPRU	10076	MATN1	4146	1	29964421	1E-6	NHGRI	23453885				European
636	Schizophrenia	12129719	intron	PDE4B	5142	PDE4B	5142	1	65858829	1E-6	NHGRI	26198764				Arab
637	Schizophrenia	4650608	intergenic	RPL23P3	100130630	ADGRL4	64123	1	78772330	1E-6	NHGRI	23453885				European
638	Schizophrenia	12140439	intergenic	BRINP2	57795	SEC16B	89866	1	177753772	1E-6	NHGRI	23894747				European
639	Schizophrenia	34252091	intergenic	RNA5SP73	100873307	BRINP3	339479	1	189924464	1E-6	NHGRI	27846195				European
640	Schizophrenia	10429924	intergenic	ZBTB18	10472	C1orf100	200159	1	244227262	1E-6	NHGRI	22885689				European
641	Schizophrenia	11680328	intergenic	MSGN1	343930	KCNS3	3790	2	17856540	10E-7	NHGRI	26198764				Arab
642	Schizophrenia	17396122	intergenic	VN1R18P	100133087	FOXN2	3344	2	47993197	10E-7	NHGRI	26198764				Arab
643	Schizophrenia	9789483	intergenic	EIF3FP3	339799	LINC01122	400955	2	58265210	1E-6	NHGRI	26198764				Arab
644	Schizophrenia	61712019	intron	LRRTM4	80059	LRRTM4	80059	2	77477763	1E-6	NHGRI	26198764				Arab
645	Schizophrenia	35662245	intergenic	PABPC1P2	728773	RPL26P14	100133235	2	146825619	1E-6	NHGRI	26198764				Arab
646	Schizophrenia	12478234	intron	ZNF385B	151126	ZNF385B	151126	2	179470242	1E-6	NHGRI	26198764				Arab
647	Schizophrenia	13418455	intergenic	CWC22	57703	SCHLAP1	101669767	2	180212022	1E-6	NHGRI	23453885				European
648	Schizophrenia	2306864	intron	DNAH1	25981	DNAH1	25981	3	52359426	10E-7	NHGRI	26198764				Arab
649	Schizophrenia	2054399	intron	KCNMB2	10242	KCNMB2	10242	3	178623794	1E-6	NHGRI	22688191				European
650	Schizophrenia	11730701	intergenic	PPARGC1A	10891	MIR573	693158	4	24130930	1E-6	NHGRI	26198764				Arab
651	Schizophrenia	13176547	intergenic	RANBP3L	202151	RNA5SP181	100873443	5	36370194	1E-6	NHGRI	26198764				Arab
652	Schizophrenia	4629607	intergenic	MRPS30	10884	HCN1	348980	5	44857365	1E-6	NHGRI	26198764				Arab
653	Schizophrenia	185572712	intron	ERCC8	1161	ERCC8	1161	5	60877688	1E-6	NHGRI	26198764				Arab
654	Schizophrenia	17206232	intergenic	CWC27	10283	ADAMTS6	11174	5	65137573	1E-6	NHGRI	23212062				European
655	Schizophrenia	150202118	intron	IQGAP2	10788	IQGAP2	10788	5	76459601	1E-6	NHGRI	27846195				European
656	Schizophrenia	9293741	intergenic	ATP6V1G1P6	100462732	SCAMP1	9522	5	78328190	1E-6	NHGRI	26198764				Arab
657	Schizophrenia	1502844	intergenic	SLCO6A1	133482	LINC00492	100861468	5	102523613	1E-6	NHGRI	19571808				European
658	Schizophrenia	7712671	intergenic	RPS17P2	6219	RPL35AP15	100271317	5	117201554	1E-6	NHGRI	26198764				Arab
659	Schizophrenia	62382696	intron	SGCD	6444	SGCD	6444	5	156466557	1E-6	NHGRI	27846195				European
660	Schizophrenia	9267119	intergenic	MICA	100507436	HLA-X	267016	6	31456808	1E-6	NHGRI	26198764				Arab
661	Schizophrenia	111547017	intergenic	RPS2P28	100132673	ABCC10	89845	6	43373951	1E-6	NHGRI	26198764				Arab
662	Schizophrenia	314272	intron	LIN28B	389421	LIN28B	389421	6	105014129	10E-7	NHGRI	26198764				Arab
