region	gene_symbol	mult_matches	pos_hg19	chr	start	end	seqnames	width	strand	method	gene_id	gene_strand	distToGene	X3UTR	X5UTR	exon	intergenic	intron	promoter	annoClass	id	by_col	gene_symbol_uncorrected	hgnc_id	approved_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	gene_symbol_corrected_reason
chr12:48057285-48057373	RPAP3	NO	chr12:48057285-48057373	chr12	48057285	48057373	chr12	89	*	polyA	ENSG00000005175.5	-	0	1	0	1	0	0	0	strictExonic	chr12:48057285-48057373	ENSG00000005175	RPAP3	HGNC:26151	RPAP3	RNA polymerase II associated protein 3	protein-coding gene	gene with protein product	Approved	12q13.11	12q13.11	FLJ21908|spag|hSpagh|Tah1	NA	NA	NA	Tetratricopeptide repeat domain containing|R2TP complex	769|1401	2007-07-26	NA	NA	2018-06-04	79657	OTTHUMG00000169668	uc001rpr.4	AK025561	NM_024604	CCDS8753|CCDS53782|CCDS53783	Q9H6T3	17643375	MGI:1277218	RGD:1303036	NA	RPAP3	611477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr9:96097657-96097762	C9orf129	NO	chr9:96097657-96097762	chr9	96097657	96097762	chr9	106	*	polyA	ENSG00000204352.2	-	0	0	0	1	0	0	0	strictExonic	chr9:96097657-96097762	ENSG00000204352	C9orf129	HGNC:31116	C9orf129	chromosome 9 open reading frame 129	protein-coding gene	gene with protein product	Approved	9q22.31	09q22.31	bA165J3.3	NA	NA	NA	NA	NA	2004-08-25	NA	NA	2017-08-23	445577	OTTHUMG00000020248	uc010mre.3	NA	NM_001098808	CCDS43850	Q5T035	NA	NA	NA	NA	C9orf129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:9803941-9804063	CLSTN1	NO	chr1:9803941-9804063	chr1	9803941	9804063	chr1	123	*	polyA	ENSG00000171603.12	-	0	0	0	1	0	1	0	exonIntron	chr1:9803941-9804063	ENSG00000171603	CLSTN1	HGNC:17447	CLSTN1	calsyntenin 1	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22	CSTN1|KIAA0911|CDHR12	cadherin-related family member 12	NA	NA	Cadherin related	24	2002-05-01	NA	NA	2015-09-11	22883	OTTHUMG00000001451	uc001aqi.4	AB020718	NM_001009566	CCDS105|CCDS30580	O94985	10048485	MGI:1929895	RGD:1306458	NA	CLSTN1	611321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:54601655-54602068	OSCAR	NO	chr19:54601655-54602068	chr19	54601655	54602068	chr19	414	*	polyA	ENSG00000170909.9	-	0	0	0	0	0	1	0	strictIntronic	chr19:54601655-54602068	ENSG00000170909	OSCAR	HGNC:29960	OSCAR	osteoclast associated, immunoglobulin-like receptor	protein-coding gene	gene with protein product	Approved	19q13.42	19q13.42	NA	NA	NA	NA	Immunoglobulin like domain containing	594	2007-06-21	NA	NA	2014-11-18	126014	OTTHUMG00000064966	uc002qda.5	AK130199	NM_133169	CCDS12873|CCDS12874|CCDS12875|CCDS12876|CCDS62789|CCDS74444	Q8IYS5	11805147	MGI:2179720	RGD:1559897	NA	OSCAR	606862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr10:17272962-17275055	VIM	NO	chr10:17272962-17275055	chr10	17272962	17275055	chr10	2094	*	polyA	ENSG00000026025.9	+	0	0	0	1	0	1	2	exonIntron	chr10:17272962-17275055	ENSG00000026025	VIM	HGNC:12692	VIM	vimentin	protein-coding gene	gene with protein product	Approved	10p13	10p13	NA	NA	NA	NA	Intermediate filaments Type III	610	2001-06-22	NA	NA	2015-08-26	7431	OTTHUMG00000017744	uc001iou.3	M14144	NM_003380	CCDS7120	P08670	NA	MGI:98932	RGD:621646	NA	VIM	193060	NA	NA	NA	NA	233060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HGNC:12692	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:4636230-4637947	CXCL16	NO	chr17:4636230-4637947	chr17	4636230	4637947	chr17	1718	*	polyA	ENSG00000161921.10	-	0	2	0	2	0	1	1	exonIntron	chr17:4636230-4637947	ENSG00000161921	CXCL16	HGNC:16642	CXCL16	C-X-C motif chemokine ligand 16	protein-coding gene	gene with protein product	Approved	17p13.2	17p13.2	SR-PSOX|CXCLG16|SRPSOX	CXC chemokine ligand 16	NA	chemokine (C-X-C motif) ligand 16	Chemokine ligands|Endogenous ligands|Scavenger receptors	483|542|1253	2001-09-21	NA	2016-03-01	2016-10-05	58191	OTTHUMG00000090761	uc002fyr.6	AF275260	NM_022059	CCDS11052	Q9H2A7	11017100|11060282	MGI:1932682	RGD:1562928	NA	CXCL16	605398	NA	NA	NA	NA	NA	NA	NA	NA	NA	ligandId:855	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr22:42773294-42773482	NFAM1	NO	chr22:42773294-42773482	chr22	42773294	42773482	chr22	189	*	polyA	ENSG00000235568.2	-	2933	0	0	0	1	0	0	strictIntergenic	chr22:42773294-42773482	ENSG00000235568	NFAM1	HGNC:29872	NFAM1	NFAT activating protein with ITAM motif 1	protein-coding gene	gene with protein product	Approved	22q13.2	22q13.2	CNAIP	NA	NA	NA	NA	NA	2005-02-01	NA	NA	2014-11-19	150372	OTTHUMG00000150923	uc003bcn.5	BC038241	NM_145912	CCDS14034	Q8NET5	12615919	MGI:1921289	RGD:1308316	NA	NFAM1	608740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr9:137798518-137798674	FCN1	NO	chr9:137798518-137798674	chr9	137798518	137798674	chr9	157	*	polyA	ENSG00000085265.6	-	2756	0	0	0	1	0	0	strictIntergenic	chr9:137798518-137798674	ENSG00000085265	FCN1	HGNC:3623	FCN1	ficolin 1	protein-coding gene	gene with protein product	Approved	9q34.3	09q34.3	FCNM	NA	NA	ficolin (collagen/fibrinogen domain-containing) 1|ficolin (collagen/fibrinogen domain containing) 1	Fibrinogen C domain containing|Complement system activation components	554|1638	1996-07-11	NA	2015-11-27	2016-10-05	2219	OTTHUMG00000020895	uc004cfi.4	D83920	NM_002003	CCDS6985	O00602	8573080|8884275	MGI:1341158	RGD:621222	NA	FCN1	601252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:29675015-29676948	QPRT	NO	chr16:29675015-29676948	chr16	29675015	29676948	chr16	1934	*	polyA	ENSG00000103485.13	+	0	1	1	1	0	1	0	exonIntron	chr16:29675015-29676948	ENSG00000103485	QPRT	HGNC:9755	QPRT	quinolinate phosphoribosyltransferase	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	QPRTase	nicotinate-nucleotide pyrophosphorylase (carboxylating)	NA	NA	NA	NA	1999-11-16	NA	2008-07-31	2014-11-19	23475	OTTHUMG00000097770	uc002dto.4	D78177	NM_014298	CCDS10651|CCDS81965	Q15274	9473669	MGI:1914625	RGD:1310309	NA	QPRT	606248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4.2.19	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:139316851-139316907	SPOPL	NO	chr2:139316851-139316907	chr2	139316851	139316907	chr2	57	*	polyA	ENSG00000144228.4	+	0	1	0	0	0	1	0	strictIntronic	chr2:139316851-139316907	ENSG00000144228	SPOPL	HGNC:27934	SPOPL	speckle type BTB/POZ protein like	protein-coding gene	gene with protein product	Approved	2q22.1	02q22.1	BTBD33	HIB homolog 2|roadkill homolog 2	NA	speckle-type POZ protein-like	BTB domain containing	861	2007-10-25	NA	2016-02-10	2016-02-10	339745	OTTHUMG00000153635	uc002tvh.5	NA	NM_001001664	CCDS33298	Q6IQ16	22632832	MGI:1924107	RGD:1305847	NA	SPOPL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:36642297-36642443	MAP7D1	NO	chr1:36642297-36642443	chr1	36642297	36642443	chr1	147	*	polyA	ENSG00000116871.11	+	0	0	0	1	0	0	1	strictExonic	chr1:36642297-36642443	ENSG00000116871	MAP7D1	HGNC:25514	MAP7D1	MAP7 domain containing 1	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	FLJ10350|FLJ39022	NA	PARCC1|RPRC1	proline arginine rich coiled coil 1|arginine/proline rich coiled-coil 1	NA	NA	2005-06-03	2007-02-08	2007-02-08	2014-11-18	55700	OTTHUMG00000007714	uc001bzz.5	AK096341	NM_018067	CCDS30673|CCDS65492|CCDS65493	Q3KQU3	10574461	MGI:2384297	RGD:1597986	NA	MAP7D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:109167266-109167384	FAM102B	NO	chr1:109167266-109167384	chr1	109167266	109167384	chr1	119	*	polyA	ENSG00000162636.11	+	0	0	0	1	0	0	1	strictExonic	chr1:109167266-109167384	ENSG00000162636	FAM102B	HGNC:27637	FAM102B	family with sequence similarity 102 member B	protein-coding gene	gene with protein product	Approved	1p13.3	01p13.3	DKFZp779B126|SYM-3B	sym-3 homolog B (C. elegans)	NA	family with sequence similarity 102, member B	NT-C2 domain containing	1537	2005-11-17	NA	2015-11-18	2016-12-13	284611	OTTHUMG00000010967	uc010ouy.3	CR749397	NM_001010883	CCDS30786	Q5T8I3	NA	MGI:3036259	RGD:1310037	NA	FAM102B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:54780234-54780310	LILRB2	NO	chr19:54780234-54780310	chr19	54780234	54780310	chr19	77	*	polyA	ENSG00000131042.9	-	0	0	0	1	0	1	0	exonIntron	chr19:54780234-54780310	ENSG00000131042	LILRB2	HGNC:6606	LILRB2	leukocyte immunoglobulin like receptor B2	protein-coding gene	gene with protein product	Approved	19q13.4	19q13.4	LIR-2|ILT4|MIR-10|LIR2|CD85d|MIR10	myeloid inhibitory receptor 10|leucocyte Ig-like receptor B2	NA	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	CD molecules|Inhibitory leukocyte immunoglobulin like receptors|Ig-like cell adhesion molecule family	471|1182|1410	2000-01-11	NA	2016-01-14	2016-01-14	10288	OTTHUMG00000064896	uc032idl.2	AF000574	NM_001080978	CCDS12886|CCDS42612|CCDS62791|CCDS62792	Q8N423	9151699|9079806	NA	RGD:70895	NA	LILRB2	604815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CD85d	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:46770138-46770327	RHOQ	NO	chr2:46770138-46770327	chr2	46770138	46770327	chr2	190	*	polyA	ENSG00000119729.6	+	0	0	1	1	0	0	1	strictExonic	chr2:46770138-46770327	ENSG00000119729	RHOQ	HGNC:17736	RHOQ	ras homolog family member Q	protein-coding gene	gene with protein product	Approved	2p21	02p21	TC10	NA	RASL7A|ARHQ	RAS-like, family 7, member A|ras homolog gene family, member Q	Rho family GTPases	390	2003-03-13	2004-03-24	2012-02-27	2014-11-18	23433	OTTHUMG00000150653	uc002rva.4	M31470	NM_012249	CCDS33191	P17081	2108320	MGI:1931553	RGD:621626	NA	RHOQ	605857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:33878795-33878987	PEPD	NO	chr19:33878795-33878987	chr19	33878795	33878987	chr19	193	*	polyA	ENSG00000124299.9	-	0	0	0	1	0	0	1	strictExonic	chr19:33878795-33878987	ENSG00000124299	PEPD	HGNC:8840	PEPD	peptidase D	protein-coding gene	gene with protein product	Approved	19q13.11	19q13.11	NA	prolidase|Xaa-Pro dipeptidase	NA	NA	NA	NA	1986-01-01	NA	NA	2018-07-12	5184	OTTHUMG00000180470	uc002nur.5	BC015027	NM_000285	CCDS42544|CCDS54244|CCDS54245	P12955	2925654|1972707	MGI:97542	RGD:1594571	NA	PEPD	613230	NA	NA	NA	NA	124187	NA	NA	M24.007	NA	objectId:2389	NA	NA	NA	NA	3.4.13.9	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:27210125-27210249	FLOT2	NO	chr17:27210125-27210249	chr17	27210125	27210249	chr17	125	*	polyA	ENSG00000132589.11	-	0	1	0	2	0	0	0	strictExonic	chr17:27210125-27210249	ENSG00000132589	FLOT2	HGNC:3758	FLOT2	flotillin 2	protein-coding gene	gene with protein product	Approved	17q11.2	17q11.2	ESA|ESA1|ECS-1|ECS1	Flotillin 2 (epidermal surface antigen 1)|membrane component, chromosome 17, surface marker 1 (35kD protein identified by monoclonal antibody ECS-1)	M17S1	NA	Flotillins	1114	1991-05-09	NA	NA	2015-08-05	2319	OTTHUMG00000132674	uc002hdc.4	M60922	NM_004475	CCDS11245|CCDS82097	Q14254	1769667	MGI:103309	RGD:70993	NA	FLOT2	131560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:235866046-235866277	LYST	NO	chr1:235866046-235866277	chr1	235866046	235866277	chr1	232	*	polyA	ENSG00000143669.9	-	0	0	0	1	0	1	0	exonIntron	chr1:235866046-235866277	ENSG00000143669	LYST	HGNC:1968	LYST	lysosomal trafficking regulator	protein-coding gene	gene with protein product	Approved	1q42.3	01q42.3	CHS	NA	CHS1	Chediak-Higashi syndrome 1	WD repeat domain containing|BEACH domain containing 	362|1230	1996-10-31	2004-12-10	2004-12-09	2018-12-06	1130	OTTHUMG00000040527	uc001hxj.4	U70064	NM_000081	CCDS31062	Q99698	8717042|8896560	MGI:107448	RGD:621837	Albinism Database|http://albinismdb.med.umn.edu/|LYSTbase: Mutation registry for Chediak-Higashi syndrome (previously known as CHS1base)|http://structure.bmc.lu.se/idbase/LYSTbase/|Mutations of the Chediak Higashi Syndrome|http://www.retina-international.org/files/sci-news/chsmut.htm|LRG_143|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_143.xml	LYST	606897	NA	NA	NA	NA	123318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:100275120-100275283	GNB2	NO	chr7:100275120-100275283	chr7	100275120	100275283	chr7	164	*	polyA	ENSG00000172354.5	+	0	0	1	1	0	0	1	strictExonic	chr7:100275120-100275283	ENSG00000172354	GNB2	HGNC:4398	GNB2	G protein subunit beta 2	protein-coding gene	gene with protein product	Approved	7q22.1	07q22.1	NA	G protein, beta-2 subunit|guanine nucleotide-binding protein G(I)/G(S)/G(T) beta subunit 2|signal-transducing guanine nucleotide-binding regulatory protein beta subunit|transducin beta chain 2	NA	guanine nucleotide binding protein (G protein), beta polypeptide 2	WD repeat domain containing|G protein subunits beta	362|1430	1988-05-20	NA	2016-03-03	2016-03-03	2783	OTTHUMG00000137419	uc003uwb.4	M16514	NM_005273	CCDS5703	P62879	9799793	MGI:95784	RGD:69319	NA	GNB2	139390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:57597171-57597304	LRP1	NO	chr12:57597171-57597304	chr12	57597171	57597304	chr12	134	*	polyA	ENSG00000123384.9	+	0	0	0	1	0	0	1	strictExonic	chr12:57597171-57597304	ENSG00000123384	LRP1	HGNC:6692	LRP1	LDL receptor related protein 1	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	LRP|CD91|LRP1A|APOER	transforming growth factor-β receptor type V	APR|A2MR|IGFBP3R1|IGFBP-3R	alpha-2-macroglobulin receptor|low density lipoprotein receptor-related protein 1	CD molecules|Low density lipoprotein receptors	471|634	1991-08-21	NA	2015-11-13	2018-04-24	4035	OTTHUMG00000044412	uc001snd.4	X13916	NM_002332	CCDS8932	Q07954	2548950	MGI:96828	RGD:1307535	NA	LRP1	107770	NA	NA	NA	NA	448482	NA	NA	NA	NA	NA	NA	NA	CD91	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:219248828-219249172	SLC11A1	NO	chr2:219248828-219249172	chr2	219248828	219249172	chr2	345	*	polyA	ENSG00000018280.12	+	0	0	1	2	0	0	0	strictExonic	chr2:219248828-219249172	ENSG00000018280	SLC11A1	HGNC:10907	SLC11A1	solute carrier family 11 member 1	protein-coding gene	gene with protein product	Approved	2q35	02q35	NA	natural resistance-associated macrophage protein 1	LSH|NRAMP|NRAMP1	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1	Solute carriers	752	1994-07-21	NA	2016-02-17	2016-02-17	6556	OTTHUMG00000086747	uc002vhv.3	D38171	NM_000578	CCDS2415	P49279	7964458|7980580	MGI:1345275	RGD:1601463	NA	SLC11A1	600266	NA	NA	NA	SLC11A1	158401	NA	NA	NA	NA	objectId:966	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:118597390-118598163	TAOK3	NO	chr12:118597390-118598163	chr12	118597390	118598163	chr12	774	*	polyA	ENSG00000135090.9	-	0	0	0	1	0	1	0	exonIntron	chr12:118597390-118598163	ENSG00000135090	TAOK3	HGNC:18133	TAOK3	TAO kinase 3	protein-coding gene	gene with protein product	Approved	12q	12q	JIK|DPK|MAP3K18	NA	NA	NA	Mitogen-activated protein kinase kinase kinases	654	2004-10-20	NA	NA	2016-07-08	51347	OTTHUMG00000168875	uc001twy.4	AF135158	NM_016281	CCDS9188|CCDS86334	Q9H2K8	10559204|10924369	MGI:3041177	RGD:1562861	NA	TAOK3	616711	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2235	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr22:23740773-23740845	ZDHHC8P1	NO	chr22:23740773-23740845	chr22	23740773	23740845	chr22	73	*	polyA	ENSG00000133519.8	-	0	0	0	0	0	1	0	strictIntronic	chr22:23740773-23740845	ENSG00000133519	ZDHHC8P1	HGNC:26461	ZDHHC8P1	zinc finger DHHC-type containing 8 pseudogene 1	pseudogene	pseudogene	Approved	22q11.23	22q11.23	FLJ31568	NA	ZDHHC8P	zinc finger, DHHC-type containing 8 pseudogene	NA	NA	2008-02-21	2010-02-25	2016-02-15	2016-02-15	150244	OTTHUMG00000150650	NA	NA	NR_003950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000246279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:42269177-42271779	ATXN7L3	NO	chr17:42269177-42271779	chr17	42269177	42271779	chr17	2603	*	polyA	ENSG00000087152.11	-	0	1	0	1	0	0	0	strictExonic	chr17:42269177-42271779	ENSG00000087152	ATXN7L3	HGNC:25416	ATXN7L3	ataxin 7 like 3	protein-coding gene	gene with protein product	Approved	17q21.31	17q21.31	DKFZp761G2113	NA	NA	ataxin 7-like 3	SAGA complex	1059	2004-08-18	NA	2016-01-19	2016-10-05	56970	OTTHUMG00000181812	uc002iga.4	AK056002	NM_020218	CCDS42345|CCDS45697	Q14CW9	15115762	MGI:3036270	RGD:1311493	NA	ATXN7L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:4645581-4645716	ZMYND15	NO	chr17:4645581-4645716	chr17	4645581	4645716	chr17	136	*	polyA	ENSG00000141497.9	+	0	0	0	1	0	0	1	strictExonic	chr17:4645581-4645716	ENSG00000141497	ZMYND15	HGNC:20997	ZMYND15	zinc finger MYND-type containing 15	protein-coding gene	gene with protein product	Approved	17p13.2	17p13.2	DKFZp434N127	NA	NA	NA	Zinc fingers MYND-type	87	2003-05-01	NA	2016-02-15	2016-10-05	84225	OTTHUMG00000090760	uc002fyv.4	AL136893	NM_032265	CCDS11053|CCDS45584|CCDS58506	Q9H091	11230166	MGI:3603821	RGD:1309845	NA	ZMYND15	614312	NA	NA	NA	NA	401603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:70292112-70292257	NAIP	NO	chr5:70292112-70292257	chr5	70292112	70292257	chr5	146	*	polyA	ENSG00000249437.3	-	0	0	0	0	0	1	0	strictIntronic	chr5:70292112-70292257	ENSG00000249437	NAIP	HGNC:7634	NAIP	NLR family apoptosis inhibitory protein	protein-coding gene	gene with protein product	Approved	5q13.2	05q13.2	NLRB1	nucleotide-binding oligomerization domain, leucine rich repeat and BIR domain containing 1|NLR family, BIR domain containing 1	BIRC1	baculoviral IAP repeat-containing 1	Baculoviral IAP repeat containing|NLR family	419|666	1998-05-14	2006-12-08	2016-06-01	2016-06-01	4671	OTTHUMG00000163318	uc003kar.2	U19251	NM_004536	CCDS4009|CCDS43327	Q13075	7813013	MGI:1298220|MGI:1298222|MGI:1298223|MGI:1298226	RGD:621281	ALSOD, the Amyotrophic Lateral Sclerosis Online Genetic Database|http://alsod.iop.kcl.ac.uk/	NAIP	600355	NA	NA	NA	NA	123680	NA	NA	I32.001	NA	objectId:2793	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr20:60962376-60962444	RPS21	NO	chr20:60962376-60962444	chr20	60962376	60962444	chr20	69	*	ribo	ENSG00000171858.13	+	0	0	1	1	0	0	0	strictExonic	chr20:60962376-60962444	ENSG00000171858	RPS21	HGNC:10409	RPS21	ribosomal protein S21	protein-coding gene	gene with protein product	Approved	20q13.33	20q13.33	S21	8.2 kDa differentiation factor	NA	NA	S ribosomal proteins	728	1993-09-29	NA	NA	2016-10-05	6227	OTTHUMG00000032915	uc002ycr.4	L04483	NM_001024	CCDS13497	P63220	8332502|9582194	MGI:1913731	RGD:2323583	NA	RPS21	180477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr20:60962666-60962730	RPS21	NO	chr20:60962666-60962730	chr20	60962666	60962730	chr20	65	*	ribo	ENSG00000171858.13	+	0	0	0	1	0	1	0	exonIntron	chr20:60962666-60962730	ENSG00000171858	RPS21	HGNC:10409	RPS21	ribosomal protein S21	protein-coding gene	gene with protein product	Approved	20q13.33	20q13.33	S21	8.2 kDa differentiation factor	NA	NA	S ribosomal proteins	728	1993-09-29	NA	NA	2016-10-05	6227	OTTHUMG00000032915	uc002ycr.4	L04483	NM_001024	CCDS13497	P63220	8332502|9582194	MGI:1913731	RGD:2323583	NA	RPS21	180477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr9:140046637-140048246	GRIN1	NO	chr9:140046637-140048246	chr9	140046637	140048246	chr9	1610	*	ribo	ENSG00000176884.10	+	0	0	0	0	0	1	0	strictIntronic	chr9:140046637-140048246	ENSG00000176884	GRIN1	HGNC:4584	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	protein-coding gene	gene with protein product	Approved	9q34.3	09q34.3	GluN1	NA	NMDAR1	N-methyl-D-aspartate receptor subunit NR1|glutamate receptor, ionotropic, N-methyl D-aspartate 1	Glutamate ionotropic receptor NMDA type subunits	1201	1992-09-18	NA	2016-02-05	2016-02-05	2902	OTTHUMG00000020976	uc004cln.4	NA	NM_007327	CCDS7031|CCDS7032|CCDS43910|CCDS55354|CCDS55355	Q05586	1350383	MGI:95819	RGD:2736	NA	GRIN1	138249	NA	NA	NA	NA	282786	NA	NA	NA	NA	objectId:455	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr20:60963364-60963575	RPS21	NO	chr20:60963364-60963575	chr20	60963364	60963575	chr20	212	*	ribo	ENSG00000171858.13	+	0	1	0	0	0	0	0	3UTR	chr20:60963364-60963575	ENSG00000171858	RPS21	HGNC:10409	RPS21	ribosomal protein S21	protein-coding gene	gene with protein product	Approved	20q13.33	20q13.33	S21	8.2 kDa differentiation factor	NA	NA	S ribosomal proteins	728	1993-09-29	NA	NA	2016-10-05	6227	OTTHUMG00000032915	uc002ycr.4	L04483	NM_001024	CCDS13497	P63220	8332502|9582194	MGI:1913731	RGD:2323583	NA	RPS21	180477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
